,id,ms_subclass,lot_frontage,lot_area,overall_qual,overall_cond,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,fireplaces,fireplace_qu,garage_cars,garage_area,garage_qual,garage_cond,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,misc_val,mo_sold,yr_sold,saleprice,bldg_age,remodel_age,garage_age,ms_zoning_isRL,street_isPave,alley_is0,lot_shape_isReg,land_contour_isLvl,utilities_isAllPub,lot_config_isInside,land_slope_isGtl,condition_1_isNorm,condition_2_isNorm,bldg_type_is1Fam,roof_style_isGable,roof_matl_isCompShg,mas_vnr_type_isNone,bsmt_exposure_isNo,heating_isGasA,central_air_isY,electrical_isSBrkr,functional_isTyp,paved_drive_isY,fence_is0,misc_feature_is0,sale_type_isWD ,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CBlock,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_ImStucc,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stone,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_Stone,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,garage_type_2Types,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,garage_finish_Fin,garage_finish_RFn,garage_finish_Unf
267,2051,20,62.0,14299,4,3,0.0,3,3,3,3,3,513.0,2,144.0,348.0,1005.0,3,1005,0,0,1005,1.0,0.0,1,0,3,1,3,5,0,0,2.0,440.0,3,3,0,0,0,0,0,0,0,0,7,2007,115400,43,43,43.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
268,1863,60,71.0,7050,7,5,0.0,4,3,4,3,6,738.0,1,0.0,319.0,1057.0,5,1057,872,0,1929,1.0,0.0,2,1,3,1,4,7,1,3,2.0,650.0,3,3,0,235,0,0,0,0,0,0,5,2007,226000,6,6,6.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
269,2510,160,30.0,3180,7,5,0.0,4,3,4,3,1,0.0,1,0.0,600.0,600.0,5,520,600,80,1200,0.0,0.0,2,1,2,1,4,4,0,0,2.0,480.0,3,3,0,166,0,0,0,0,0,0,4,2006,144152,1,1,1.0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
270,1069,60,112.0,16451,8,5,221.0,4,3,5,3,1,0.0,1,0.0,1765.0,1765.0,5,1804,886,0,2690,0.0,0.0,2,1,4,1,4,9,1,4,3.0,795.0,3,3,268,58,0,0,0,0,0,0,7,2008,370000,5,5,5.0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
271,336,20,76.0,12887,5,7,0.0,3,3,4,3,3,207.0,6,590.0,36.0,833.0,3,833,0,0,833,1.0,0.0,1,0,2,1,4,5,0,0,2.0,495.0,3,3,431,0,0,0,0,0,0,0,4,2010,149900,26,26,26.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
272,2417,60,105.0,15578,6,5,0.0,4,3,4,3,1,0.0,1,0.0,728.0,728.0,4,728,728,0,1456,0.0,0.0,2,1,3,1,3,8,0,0,2.0,429.0,3,3,0,0,0,0,0,0,0,0,5,2006,172785,0,0,0.0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
273,1962,20,60.0,7200,5,8,0.0,3,3,3,3,5,398.0,4,149.0,317.0,864.0,4,864,0,0,864,1.0,0.0,1,0,3,1,4,5,0,0,2.0,720.0,3,3,194,0,0,0,0,0,0,0,7,2007,129000,57,5,27.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
274,372,20,48.0,17043,6,5,0.0,3,4,4,2,1,0.0,1,0.0,1362.0,1362.0,3,1586,0,0,1586,0.0,0.0,2,0,3,1,3,7,1,3,2.0,435.0,3,3,192,0,0,0,0,0,0,0,1,2009,181000,30,11,30.0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
275,2578,80,125.0,10000,5,6,272.0,3,3,3,3,4,678.0,3,281.0,99.0,1058.0,5,1370,0,0,1370,1.0,0.0,1,0,3,1,3,6,1,3,1.0,300.0,3,3,191,0,0,0,120,0,0,0,2,2006,148000,50,50,50.0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
276,2824,20,75.0,8050,6,5,50.0,3,3,4,3,6,475.0,5,297.0,142.0,914.0,5,914,0,0,914,1.0,0.0,1,0,2,1,4,4,0,0,0.0,0.0,0,0,32,0,0,0,0,0,0,0,4,2006,117250,4,4,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
277,471,120,43.0,3182,7,5,16.0,4,3,4,3,6,16.0,1,0.0,1357.0,1373.0,5,1555,0,0,1555,0.0,0.0,2,0,2,1,4,7,1,3,2.0,430.0,3,3,143,20,0,0,0,0,0,0,5,2009,192500,4,3,4.0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
278,1544,160,24.0,1950,6,6,0.0,3,4,4,3,2,81.0,6,612.0,23.0,716.0,3,716,840,0,1556,1.0,0.0,2,1,3,1,3,6,1,3,2.0,452.0,3,3,161,0,0,0,0,0,0,0,7,2008,151000,28,28,28.0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
279,2141,20,70.0,7700,5,5,0.0,3,3,3,3,2,138.0,3,468.0,276.0,882.0,3,882,0,0,882,1.0,0.0,1,0,3,1,3,5,0,0,2.0,461.0,3,3,96,0,0,0,0,0,0,0,3,2007,112500,35,35,27.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
280,2008,30,98.0,8731,5,5,0.0,3,2,3,3,4,645.0,1,0.0,270.0,915.0,3,1167,0,0,1167,0.0,0.0,1,0,3,1,3,6,1,4,2.0,495.0,3,3,0,0,216,0,126,0,0,0,5,2007,144000,87,57,35.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
281,1075,120,89.0,8232,9,5,714.0,5,3,5,3,6,1204.0,1,0.0,596.0,1800.0,5,1800,0,0,1800,1.0,0.0,2,0,2,1,5,6,1,4,3.0,944.0,3,3,210,0,0,0,0,0,0,0,6,2008,370967,1,0,0.0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
282,34,160,24.0,2280,6,6,0.0,3,3,3,3,5,514.0,1,0.0,341.0,855.0,3,855,601,0,1456,0.0,0.0,2,1,3,1,4,6,1,3,2.0,440.0,3,3,173,0,0,0,0,0,0,0,6,2010,149900,35,35,35.0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
283,847,60,68.0,8935,7,5,95.0,4,3,4,3,1,0.0,1,0.0,831.0,831.0,5,831,829,0,1660,0.0,0.0,2,1,3,1,4,7,0,0,2.0,493.0,3,3,144,68,0,0,0,0,0,0,7,2009,195000,7,7,7.0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
284,1629,80,64.0,9125,7,5,170.0,3,3,4,3,1,0.0,1,0.0,384.0,384.0,4,812,670,0,1482,0.0,0.0,2,1,3,1,4,7,1,3,2.0,392.0,3,3,100,25,0,0,0,0,0,0,7,2007,163900,15,15,15.0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
285,2073,20,85.0,11075,6,5,136.0,3,3,4,3,4,299.0,2,891.0,0.0,1190.0,5,1522,0,0,1522,0.0,0.0,2,0,3,1,3,7,1,3,2.0,552.0,3,3,0,77,0,0,168,0,0,0,2,2007,182000,23,23,23.0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
286,960,20,113.0,13438,9,5,246.0,5,3,5,3,6,1758.0,1,0.0,432.0,2190.0,5,2036,0,0,2036,1.0,0.0,2,0,3,1,5,9,1,5,3.0,780.0,3,3,90,154,0,0,0,0,0,0,7,2009,410000,1,1,1.0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
287,955,20,82.0,11070,5,5,0.0,3,3,4,3,4,55.0,1,0.0,1527.0,1582.0,3,1595,0,0,1595,1.0,0.0,2,0,2,1,3,5,0,0,2.0,672.0,3,3,0,0,0,0,0,0,0,0,4,2009,152000,18,18,18.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
288,2476,60,65.0,7800,7,5,172.0,4,3,4,3,1,0.0,1,0.0,891.0,891.0,5,891,795,0,1686,0.0,0.0,2,1,3,1,4,8,0,0,2.0,462.0,3,3,144,101,0,0,0,0,0,0,4,2006,184000,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
289,1590,90,78.0,7060,7,5,200.0,3,4,4,4,6,1309.0,1,0.0,35.0,1344.0,5,1344,0,0,1344,2.0,0.0,2,0,2,2,3,8,0,0,4.0,784.0,3,3,0,0,0,0,0,0,0,0,11,2008,206300,11,10,11.0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
290,2913,90,87.0,11836,5,5,0.0,3,3,3,3,4,149.0,1,0.0,1503.0,1652.0,3,1652,0,0,1652,0.0,0.0,2,0,4,2,3,8,0,0,3.0,928.0,3,3,0,0,0,0,0,0,0,0,3,2006,146500,36,36,36.0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
291,149,50,60.0,8382,4,5,0.0,3,3,3,3,1,0.0,1,0.0,832.0,832.0,3,832,505,0,1337,0.0,0.0,1,0,3,1,3,5,0,0,1.0,263.0,3,3,0,0,0,0,0,0,0,0,2,2010,108000,54,54,54.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
292,2525,80,102.0,10192,7,6,143.0,3,3,3,3,1,0.0,1,0.0,570.0,570.0,4,1222,698,0,1920,0.0,0.0,3,0,4,1,4,8,1,3,2.0,487.0,3,3,0,98,0,0,0,0,0,0,9,2006,170000,38,14,38.0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
293,1470,120,39.0,4426,6,5,205.0,4,3,4,3,6,662.0,1,0.0,186.0,848.0,5,848,0,0,848,1.0,0.0,1,0,1,1,4,3,0,0,2.0,420.0,3,3,140,0,0,0,0,0,0,0,2,2008,145000,4,4,4.0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
294,412,120,24.0,2280,7,5,0.0,3,3,4,3,5,435.0,2,622.0,0.0,1057.0,3,1055,0,0,1055,0.0,1.0,2,0,2,1,3,4,1,2,2.0,440.0,3,3,0,27,0,0,0,0,0,0,8,2009,123000,34,34,34.0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
295,1399,120,46.0,2887,6,5,0.0,3,3,4,3,6,1003.0,1,0.0,288.0,1291.0,5,1291,0,0,1291,1.0,0.0,1,0,2,1,4,6,1,4,2.0,431.0,3,3,307,0,0,0,0,0,0,0,11,2008,173000,12,11,12.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
296,183,30,60.0,8520,6,8,0.0,3,4,3,3,1,0.0,1,0.0,624.0,624.0,4,720,0,0,720,0.0,0.0,1,0,2,1,3,5,0,0,2.0,484.0,3,3,106,0,0,0,0,0,0,0,5,2010,105900,82,7,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
297,974,180,21.0,1596,4,5,0.0,3,3,4,3,6,462.0,1,0.0,0.0,462.0,3,526,462,0,988,1.0,0.0,1,0,2,1,3,5,0,0,1.0,297.0,3,3,120,101,0,0,0,0,0,0,11,2009,91000,36,36,36.0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
298,930,50,78.0,15600,5,7,0.0,3,3,3,3,4,312.0,3,507.0,248.0,1067.0,2,986,537,0,1523,1.0,0.0,2,0,3,1,2,7,1,3,1.0,295.0,3,3,0,0,81,0,0,0,0,0,10,2009,158000,60,4,60.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
299,881,60,65.0,9313,7,5,0.0,4,3,4,3,1,0.0,1,0.0,864.0,864.0,5,864,864,0,1728,0.0,0.0,2,1,3,1,4,7,0,0,2.0,572.0,3,3,187,56,0,0,0,0,0,0,4,2009,190000,5,5,5.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
300,1180,120,22.0,11064,8,5,0.0,4,3,4,3,2,560.0,6,670.0,0.0,1230.0,5,1239,0,0,1239,1.0,0.0,1,1,1,1,4,4,1,2,2.0,477.0,3,3,172,24,0,0,0,0,0,0,8,2008,217500,13,13,13.0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
301,1553,50,75.0,9000,5,5,162.0,3,3,3,3,5,330.0,1,0.0,821.0,1151.0,4,1151,804,0,1955,0.0,0.0,2,0,4,1,3,7,0,0,1.0,356.0,3,3,0,0,0,0,0,0,0,0,1,2008,165500,50,50,50.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
302,928,70,75.0,12000,7,7,0.0,3,3,3,3,3,275.0,1,0.0,429.0,704.0,5,860,704,0,1564,0.0,0.0,1,1,3,1,2,7,1,4,1.0,234.0,3,3,0,0,0,0,0,0,0,0,7,2009,174500,68,59,68.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
303,1512,80,62.0,7692,4,6,0.0,3,3,5,3,1,0.0,1,0.0,416.0,416.0,4,1204,0,0,1204,0.0,0.0,1,0,3,1,3,6,0,0,1.0,312.0,3,3,0,0,0,0,0,0,0,0,11,2008,100000,54,54,54.0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
304,3,20,81.0,14267,6,6,108.0,3,3,3,3,5,923.0,1,0.0,406.0,1329.0,3,1329,0,0,1329,0.0,0.0,1,1,3,1,4,6,0,0,1.0,312.0,3,3,393,36,0,0,0,0,0,12500,6,2010,172000,52,52,52.0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
